item_id,item_name,user_id,recommend,sentiment_analysis,rating
10.0,Counter-Strike,Bennysaputra,True,0,1
10.0,Counter-Strike,Monsta45,True,1,3
10.0,Counter-Strike,76561198072207162,True,0,1
10.0,Counter-Strike,shaman3soul3,True,2,5
10.0,Counter-Strike,76561198015886143,True,1,3
10.0,Counter-Strike,lanatbeonakeehsasamokoshtan,True,2,5
10.0,Counter-Strike,aman98,True,2,5
10.0,Counter-Strike,76561198001699914,True,1,3
10.0,Counter-Strike,brahhhhcsgomatee,True,1,3
10.0,Counter-Strike,76561198082737449,True,1,3
10.0,Counter-Strike,76561198085715384,True,1,3
10.0,Counter-Strike,TheRealChris02,True,2,5
10.0,Counter-Strike,cumme,True,1,3
10.0,Counter-Strike,waspish,True,2,5
10.0,Counter-Strike,officialrobo,True,1,3
10.0,Counter-Strike,amoocow,True,1,3
10.0,Counter-Strike,76561198076217855,True,1,3
10.0,Counter-Strike,Tokiwadai,True,2,5
10.0,Counter-Strike,inconi70,True,1,3
10.0,Counter-Strike,76561198089673598,True,1,3
10.0,Counter-Strike,JunglisJust-M-tlifewithmegg,True,2,5
10.0,Counter-Strike,76561198107235245,True,1,3
10.0,Counter-Strike,76561198122904623,True,2,5
300.0,Day of Defeat: Source,Podzoz,True,2,5
300.0,Day of Defeat: Source,regalgjblue,True,2,5
300.0,Day of Defeat: Source,Cry-Z,True,2,5
300.0,Day of Defeat: Source,76561198000691867,True,2,5
300.0,Day of Defeat: Source,SlapstickGhost,True,1,3
300.0,Day of Defeat: Source,SGT_Corrion,True,1,3
300.0,Day of Defeat: Source,hanisadam,False,2,4
300.0,Day of Defeat: Source,76561198033256694,True,2,5
300.0,Day of Defeat: Source,76561198055170291,True,1,3
50.0,Half-Life: Opposing Force,IfYouThinkImASmurfKYS,True,2,5
240.0,Counter-Strike: Source,76561198078752187,True,0,1
240.0,Counter-Strike: Source,H1DD3NT3RR0R,True,2,5
240.0,Counter-Strike: Source,Rambo1061,True,2,5
240.0,Counter-Strike: Source,76561198201849275,True,1,3
240.0,Counter-Strike: Source,MrPickle255,True,2,5
240.0,Counter-Strike: Source,76561198040704557,True,1,3
240.0,Counter-Strike: Source,Jupacka,True,0,1
240.0,Counter-Strike: Source,Mizuotoshi,True,2,5
240.0,Counter-Strike: Source,brawlisforwii,True,2,5
240.0,Counter-Strike: Source,76561198051461196,True,2,5
240.0,Counter-Strike: Source,Denzham,True,2,5
240.0,Counter-Strike: Source,georgebrah,True,2,5
240.0,Counter-Strike: Source,apotatodealer,True,2,5
240.0,Counter-Strike: Source,76561198082881423,True,1,3
240.0,Counter-Strike: Source,qwevor,True,2,5
240.0,Counter-Strike: Source,mist_of_pandaria,True,1,3
240.0,Counter-Strike: Source,MrMasterix,True,0,1
240.0,Counter-Strike: Source,SkittleRage,True,2,5
240.0,Counter-Strike: Source,Tom_scroy,True,2,5
240.0,Counter-Strike: Source,76561198044511328,True,2,5
240.0,Counter-Strike: Source,Nightmare28,True,2,5
240.0,Counter-Strike: Source,HewloThere,True,1,3
240.0,Counter-Strike: Source,neadekvat161,True,2,5
240.0,Counter-Strike: Source,izanamiau,True,2,5
240.0,Counter-Strike: Source,loadsamoney,False,2,4
240.0,Counter-Strike: Source,76561197989691928,True,2,5
240.0,Counter-Strike: Source,76561198067714968,True,2,5
240.0,Counter-Strike: Source,aamonrai132,True,2,5
240.0,Counter-Strike: Source,76561198047866465,True,2,5
240.0,Counter-Strike: Source,76561198194887542,True,2,5
240.0,Counter-Strike: Source,caaallum,True,2,5
240.0,Counter-Strike: Source,76561198058160377,True,0,1
240.0,Counter-Strike: Source,monkeyboils,True,1,3
240.0,Counter-Strike: Source,76561198070702618,True,2,5
240.0,Counter-Strike: Source,weaselthing,False,2,4
240.0,Counter-Strike: Source,dinkd,True,2,5
240.0,Counter-Strike: Source,76561198028698373,True,0,1
240.0,Counter-Strike: Source,viny143,True,2,5
240.0,Counter-Strike: Source,Godlike_Hobbit,True,0,1
240.0,Counter-Strike: Source,HItzzzy,True,2,5
240.0,Counter-Strike: Source,yolomangamer,True,1,3
240.0,Counter-Strike: Source,76561198062085357,True,2,5
240.0,Counter-Strike: Source,j4sh,True,2,5
240.0,Counter-Strike: Source,zachwgtv,True,1,3
240.0,Counter-Strike: Source,memegod,True,1,3
240.0,Counter-Strike: Source,maplesyrupguy,True,2,5
240.0,Counter-Strike: Source,mathelus,True,0,1
240.0,Counter-Strike: Source,76561198085692317,True,0,1
240.0,Counter-Strike: Source,76561198069668522,False,0,0
240.0,Counter-Strike: Source,76561198101696219,True,2,5
240.0,Counter-Strike: Source,Asensfinakullar,True,1,3
240.0,Counter-Strike: Source,Malediction,True,2,5
240.0,Counter-Strike: Source,whysotoxicbrew,True,2,5
240.0,Counter-Strike: Source,76561198058267330,True,1,3
240.0,Counter-Strike: Source,76561198056968272,False,1,2
240.0,Counter-Strike: Source,76561198076336866,True,1,3
240.0,Counter-Strike: Source,76561198060571519,True,2,5
240.0,Counter-Strike: Source,imsuchfaggot,True,1,3
240.0,Counter-Strike: Source,76561198015240666,True,1,3
240.0,Counter-Strike: Source,76561198017204231,True,2,5
240.0,Counter-Strike: Source,76561198025983771,True,2,5
240.0,Counter-Strike: Source,from808,True,1,3
240.0,Counter-Strike: Source,Nuewman,True,2,5
240.0,Counter-Strike: Source,AceCSGO,True,0,1
240.0,Counter-Strike: Source,CluelessHusky,True,1,3
240.0,Counter-Strike: Source,76561198052407696,True,2,5
240.0,Counter-Strike: Source,76561198052666922,True,1,3
240.0,Counter-Strike: Source,Morgo_cs,True,2,5
240.0,Counter-Strike: Source,juhurik,True,2,5
240.0,Counter-Strike: Source,Sir_Melon,True,2,5
240.0,Counter-Strike: Source,DubstepWolf182837981,True,0,1
240.0,Counter-Strike: Source,76561198062295676,True,2,5
240.0,Counter-Strike: Source,Badregase,True,2,5
240.0,Counter-Strike: Source,76561198065723606,True,1,3
240.0,Counter-Strike: Source,76561198066247086,False,1,2
240.0,Counter-Strike: Source,76561198078327562,True,2,5
240.0,Counter-Strike: Source,76561198081980530,True,0,1
240.0,Counter-Strike: Source,Steam-Community-Internet-Whore,True,0,1
240.0,Counter-Strike: Source,the_gaming_derp,True,1,3
240.0,Counter-Strike: Source,76561198085148686,True,2,5
240.0,Counter-Strike: Source,smittywerbenjabermanjensen,True,0,1
240.0,Counter-Strike: Source,76561198095005075,True,1,3
240.0,Counter-Strike: Source,76561198095160053,True,2,5
240.0,Counter-Strike: Source,76561198095259560,True,2,5
240.0,Counter-Strike: Source,julezislive,True,2,5
240.0,Counter-Strike: Source,76561198134104596,True,2,5
240.0,Counter-Strike: Source,pingasss4daysss,True,2,5
240.0,Counter-Strike: Source,3214213216,True,1,3
220.0,Half-Life 2,Fr0stedLine,True,2,5
220.0,Half-Life 2,Too_1337,True,2,5
220.0,Half-Life 2,76561198042823843,True,1,3
220.0,Half-Life 2,76561198121874542,True,2,5
220.0,Half-Life 2,76561197970812298,True,2,5
220.0,Half-Life 2,gesbhsfbgufbyudguesvyfy,True,0,1
220.0,Half-Life 2,558092,True,0,1
220.0,Half-Life 2,76561198075257303,True,2,5
220.0,Half-Life 2,76561198087570173,True,0,1
220.0,Half-Life 2,76561198079705633,True,0,1
220.0,Half-Life 2,76561198064646436,True,2,5
220.0,Half-Life 2,thomas_v2000,True,0,1
220.0,Half-Life 2,76561198194758422,True,0,1
220.0,Half-Life 2,cyberjepp,True,2,5
220.0,Half-Life 2,Bunderama,True,0,1
220.0,Half-Life 2,MOnkeyASS12,True,2,5
220.0,Half-Life 2,Lookatthisdude,True,1,3
220.0,Half-Life 2,Vicnick,True,2,5
220.0,Half-Life 2,tesreat,True,2,5
220.0,Half-Life 2,_steelphantom,True,2,5
220.0,Half-Life 2,76561198089365649,True,1,3
220.0,Half-Life 2,4043RROR,True,2,5
220.0,Half-Life 2,Auralux,True,2,5
220.0,Half-Life 2,OG1,True,1,3
220.0,Half-Life 2,micsisthebest,True,2,5
220.0,Half-Life 2,blacknotwhitejesus,True,1,3
220.0,Half-Life 2,76561198070986460,True,0,1
220.0,Half-Life 2,lozaga,True,2,5
220.0,Half-Life 2,REScdihno,True,0,1
220.0,Half-Life 2,76561198084441276,True,1,3
220.0,Half-Life 2,TheDoctor-DW,True,2,5
220.0,Half-Life 2,TheAlphaTerran,True,1,3
220.0,Half-Life 2,76561198043451293,True,2,5
220.0,Half-Life 2,76561198078913326,True,2,5
220.0,Half-Life 2,Volcarano4thawin,True,2,5
220.0,Half-Life 2,JAIRSOMENDS,True,2,5
220.0,Half-Life 2,76561198048922542,True,1,3
220.0,Half-Life 2,345675,True,0,1
220.0,Half-Life 2,ggaviation,True,0,1
220.0,Half-Life 2,76561198057369211,False,1,2
220.0,Half-Life 2,76561198045756199,True,2,5
220.0,Half-Life 2,POISON_OAK,True,2,5
220.0,Half-Life 2,Monazthespaz,False,0,0
220.0,Half-Life 2,YourNormalAverageGuy,True,0,1
220.0,Half-Life 2,oddso,True,2,5
220.0,Half-Life 2,76561198069686889,True,2,5
220.0,Half-Life 2,naser9930,True,1,3
220.0,Half-Life 2,somebritishtwat,True,2,5
220.0,Half-Life 2,warheads,True,2,5
220.0,Half-Life 2,Way2Saltyyy,True,2,5
220.0,Half-Life 2,76561198027033328,True,2,5
220.0,Half-Life 2,BrainsAccount,True,0,1
220.0,Half-Life 2,Aloz1,True,2,5
220.0,Half-Life 2,76561198030169794,True,2,5
220.0,Half-Life 2,Jimboco,True,0,1
220.0,Half-Life 2,76561198036273792,False,0,0
220.0,Half-Life 2,WolfgangKillDemAll,True,1,3
220.0,Half-Life 2,76561198043816164,True,2,5
220.0,Half-Life 2,oio20199,True,1,3
220.0,Half-Life 2,liambull,True,0,1
220.0,Half-Life 2,greenie1995,True,2,5
220.0,Half-Life 2,maximusorb5,True,2,5
220.0,Half-Life 2,ronaldoricorj,True,1,3
220.0,Half-Life 2,PidermanLePickle,True,2,5
220.0,Half-Life 2,haydos454,True,2,5
220.0,Half-Life 2,76561198059918386,True,0,1
220.0,Half-Life 2,76561198061516951,True,1,3
220.0,Half-Life 2,FantahStick,True,2,5
220.0,Half-Life 2,T0MERNAT0R,True,2,5
220.0,Half-Life 2,mrfoxy17,True,0,1
220.0,Half-Life 2,dominozpizza-r-us,True,2,5
220.0,Half-Life 2,76561198065098570,True,0,1
220.0,Half-Life 2,cunninggorilla,True,1,3
220.0,Half-Life 2,76561198068197203,True,2,5
220.0,Half-Life 2,76561198069049572,True,0,1
220.0,Half-Life 2,furtsan,True,1,3
220.0,Half-Life 2,lameegg,True,2,5
220.0,Half-Life 2,naynnay,True,2,5
220.0,Half-Life 2,76561198083610794,True,1,3
220.0,Half-Life 2,jiohigHfuyuCYgaupchg,True,2,5
220.0,Half-Life 2,jacobval99,True,2,5
220.0,Half-Life 2,johnshere,True,2,5
4000.0,Garry's Mod,WeiEDKrSat,True,1,3
4000.0,Garry's Mod,diego9031,True,1,3
4000.0,Garry's Mod,76561198090715178,True,2,5
4000.0,Garry's Mod,76561198087010391,True,2,5
4000.0,Garry's Mod,hellcat59,True,2,5
4000.0,Garry's Mod,SlutOnTheSpit,True,2,5
4000.0,Garry's Mod,Alex680,True,2,5
4000.0,Garry's Mod,76561198082992295,True,0,1
4000.0,Garry's Mod,BBBirb,True,2,5
4000.0,Garry's Mod,76561198064579722,True,2,5
4000.0,Garry's Mod,76561198096750939,True,1,3
4000.0,Garry's Mod,IJustWantedToTalk,True,2,5
4000.0,Garry's Mod,Barridos,True,1,3
4000.0,Garry's Mod,hbk1462,True,2,5
4000.0,Garry's Mod,Bonesdontrattlethem,True,1,3
4000.0,Garry's Mod,76561198079009374,True,2,5
4000.0,Garry's Mod,76561198067657905,True,2,5
4000.0,Garry's Mod,carouserwhite,True,2,5
4000.0,Garry's Mod,76561198142474106,True,0,1
4000.0,Garry's Mod,76561198074347537,True,0,1
4000.0,Garry's Mod,76561198012514677,True,2,5
4000.0,Garry's Mod,ashley1222,True,1,3
4000.0,Garry's Mod,76561198056288026,True,2,5
4000.0,Garry's Mod,Mr_Doge,True,2,5
4000.0,Garry's Mod,EternumHD,True,2,5
4000.0,Garry's Mod,izumireina,True,0,1
4000.0,Garry's Mod,FunkMeister1,True,1,3
4000.0,Garry's Mod,greyson_4450,True,0,1
4000.0,Garry's Mod,TheWaterGod,True,0,1
4000.0,Garry's Mod,DANKESTMEMEMACHINEEVER,True,1,3
4000.0,Garry's Mod,HeliDash,True,2,5
4000.0,Garry's Mod,DazzaPlays,True,2,5
4000.0,Garry's Mod,poopeepeepoo,True,2,5
4000.0,Garry's Mod,76561198087871638,True,2,5
4000.0,Garry's Mod,76561198047273546,True,0,1
4000.0,Garry's Mod,76561198062417966,True,2,5
4000.0,Garry's Mod,76561198107506517,True,2,5
4000.0,Garry's Mod,76561198042236060,True,0,1
4000.0,Garry's Mod,lachie222,True,2,5
4000.0,Garry's Mod,LachieLobster,True,2,5
4000.0,Garry's Mod,76561198123388393,True,0,1
4000.0,Garry's Mod,nchavezzzzz,True,1,3
4000.0,Garry's Mod,Officer_Bathtub,True,0,1
4000.0,Garry's Mod,macky121,True,2,5
4000.0,Garry's Mod,76561198053781096,True,2,5
4000.0,Garry's Mod,GoodbyeFriend,True,2,5
4000.0,Garry's Mod,tehbluscoot,True,2,5
4000.0,Garry's Mod,mj10991,True,2,5
4000.0,Garry's Mod,76561198080824028,True,2,5
4000.0,Garry's Mod,themlgayylamo,True,2,5
4000.0,Garry's Mod,troll678,True,2,5
4000.0,Garry's Mod,A_Gamer,True,0,1
4000.0,Garry's Mod,NinjaZStarz,True,2,5
4000.0,Garry's Mod,manaff,True,1,3
4000.0,Garry's Mod,76561198091703171,True,1,3
4000.0,Garry's Mod,76561198095444964,True,0,1
4000.0,Garry's Mod,minecraftdude1111,True,2,5
4000.0,Garry's Mod,76561198066636734,True,2,5
4000.0,Garry's Mod,76561198107946315,True,2,5
4000.0,Garry's Mod,76561198104547955,True,2,5
4000.0,Garry's Mod,76561198056707717,True,1,3
4000.0,Garry's Mod,avh,True,2,5
4000.0,Garry's Mod,fgtkms,True,2,5
4000.0,Garry's Mod,76561198053916297,True,2,5
4000.0,Garry's Mod,el-Gusto,True,1,3
4000.0,Garry's Mod,76561198071631039,True,1,3
4000.0,Garry's Mod,76561198071088410,True,0,1
4000.0,Garry's Mod,76561198075313412,True,1,3
4000.0,Garry's Mod,DJHotpuffle,True,2,5
4000.0,Garry's Mod,H-O-B-O,True,2,5
4000.0,Garry's Mod,tonyzerk,True,2,5
4000.0,Garry's Mod,76561198085216751,True,0,1
4000.0,Garry's Mod,76561198015275299,True,1,3
4000.0,Garry's Mod,TuPugFavorito,True,1,3
4000.0,Garry's Mod,freehats,True,2,5
4000.0,Garry's Mod,fldwest,True,2,5
4000.0,Garry's Mod,ShiftyWombat,True,2,5
4000.0,Garry's Mod,Cake-FTW,True,2,5
4000.0,Garry's Mod,UltraPonies,True,0,1
4000.0,Garry's Mod,YOSKIO,True,2,5
4000.0,Garry's Mod,Znade,True,2,5
4000.0,Garry's Mod,TahuW,True,2,5
4000.0,Garry's Mod,SealSAURUS,True,2,5
4000.0,Garry's Mod,BreezyGmr,True,0,1
4000.0,Garry's Mod,76561198077911827,True,0,1
4000.0,Garry's Mod,ArchangelItherael,True,1,3
4000.0,Garry's Mod,erggjmuyg,True,1,3
4000.0,Garry's Mod,76561198093838282,True,1,3
4000.0,Garry's Mod,Kaboku,True,2,5
4000.0,Garry's Mod,AESTHETICSVAPORWAVE,True,2,5
4000.0,Garry's Mod,DaPohtehtoPuncake,True,2,5
4000.0,Garry's Mod,76561198060440669,True,1,3
4000.0,Garry's Mod,insenzato,True,1,3
4000.0,Garry's Mod,wolop,True,1,3
4000.0,Garry's Mod,GaffyAreAwesome,True,2,5
4000.0,Garry's Mod,LTHW,True,1,3
4000.0,Garry's Mod,darkking2098,True,2,5
4000.0,Garry's Mod,wer38,True,2,5
4000.0,Garry's Mod,12391939123,True,2,5
4000.0,Garry's Mod,76561198090867859,True,1,3
4000.0,Garry's Mod,76561198059589725,True,0,1
4000.0,Garry's Mod,Aperturenc,True,2,5
4000.0,Garry's Mod,76561198085151512,True,2,5
4000.0,Garry's Mod,76561198009053218,True,2,5
4000.0,Garry's Mod,YourOwnMax,True,2,5
4000.0,Garry's Mod,76561198047421467,True,2,5
4000.0,Garry's Mod,Russia-,True,0,1
4000.0,Garry's Mod,76561198084051373,True,1,3
4000.0,Garry's Mod,DjPhoon,True,0,1
4000.0,Garry's Mod,76561198061172661,True,2,5
4000.0,Garry's Mod,lestrepo,True,2,5
4000.0,Garry's Mod,camjker,True,0,1
4000.0,Garry's Mod,NetherCasts,True,0,1
4000.0,Garry's Mod,Hobo_Ed,True,2,5
4000.0,Garry's Mod,76561198081284814,True,2,5
4000.0,Garry's Mod,76561198044585909,True,1,3
4000.0,Garry's Mod,76561198063765495,True,0,1
4000.0,Garry's Mod,MehPonys,True,1,3
4000.0,Garry's Mod,Haydzz,True,1,3
4000.0,Garry's Mod,Aviatorch,True,2,5
4000.0,Garry's Mod,3046123,True,2,5
4000.0,Garry's Mod,baeritto,True,1,3
4000.0,Garry's Mod,SpookyTheNotCuteGhost,True,1,3
4000.0,Garry's Mod,Gillus,True,1,3
4000.0,Garry's Mod,76561198143796448,True,1,3
4000.0,Garry's Mod,BioFlashPC,True,2,5
4000.0,Garry's Mod,tRollioi,True,1,3
4000.0,Garry's Mod,gingerninger,True,1,3
4000.0,Garry's Mod,76561198068550186,True,0,1
4000.0,Garry's Mod,EngesDesTodes,True,2,5
4000.0,Garry's Mod,Tropic_Thunder_,True,0,1
4000.0,Garry's Mod,minecraftmodder,True,0,1
4000.0,Garry's Mod,fastik4321,True,1,3
4000.0,Garry's Mod,76561198012424984,False,2,4
4000.0,Garry's Mod,foe99FTW,True,2,5
4000.0,Garry's Mod,76561198110959352,True,2,5
4000.0,Garry's Mod,Gun_p0wder,True,2,5
4000.0,Garry's Mod,76561198059241716,False,1,2
4000.0,Garry's Mod,drilljose,True,1,3
4000.0,Garry's Mod,geoskio,True,2,5
4000.0,Garry's Mod,76561198059622971,False,0,0
4000.0,Garry's Mod,76561198069789227,True,2,5
4000.0,Garry's Mod,76561198044032335,True,1,3
4000.0,Garry's Mod,76561197995484188,True,0,1
4000.0,Garry's Mod,bananaman69,True,1,3
4000.0,Garry's Mod,hipachi,True,0,1
4000.0,Garry's Mod,uscarrierenterprise,True,2,5
4000.0,Garry's Mod,Kuranszo,True,1,3
4000.0,Garry's Mod,ireallydontfuckingcare,True,2,5
4000.0,Garry's Mod,76561198107609787,True,1,3
4000.0,Garry's Mod,itss_ur_boi_,True,2,5
4000.0,Garry's Mod,jarradmcj,True,0,1
4000.0,Garry's Mod,joshmacman,True,2,5
4000.0,Garry's Mod,76561198078112264,True,1,3
4000.0,Garry's Mod,76561198105110458,True,2,5
4000.0,Garry's Mod,KattykitTheKittyKat,True,0,1
4000.0,Garry's Mod,76561198031106842,True,0,1
4000.0,Garry's Mod,Emarques,True,1,3
4000.0,Garry's Mod,76561198065171294,True,1,3
4000.0,Garry's Mod,76561198055055523,True,2,5
4000.0,Garry's Mod,KKruger,True,2,5
4000.0,Garry's Mod,cggamess123,True,2,5
4000.0,Garry's Mod,76561198069470642,True,2,5
4000.0,Garry's Mod,76561198015848819,True,2,5
4000.0,Garry's Mod,LightningRod,True,0,1
4000.0,Garry's Mod,GamingMexican,True,2,5
4000.0,Garry's Mod,76561198089585145,True,1,3
4000.0,Garry's Mod,MatLyGames,True,2,5
4000.0,Garry's Mod,gametsf,True,2,5
4000.0,Garry's Mod,MatthewW7,True,2,5
4000.0,Garry's Mod,MidnightEmperor,True,1,3
4000.0,Garry's Mod,BigNigR,True,2,5
4000.0,Garry's Mod,76561198088745442,True,2,5
4000.0,Garry's Mod,mazkg,True,1,3
4000.0,Garry's Mod,MrGrapeGaming,True,1,3
4000.0,Garry's Mod,mr_non_member,True,0,1
4000.0,Garry's Mod,Noodles4Dayz,True,2,5
4000.0,Garry's Mod,Yichenzbj,True,0,1
4000.0,Garry's Mod,TheOneTurino,True,0,1
4000.0,Garry's Mod,mexicanburritobandito,True,2,5
4000.0,Garry's Mod,panda2349,True,1,3
4000.0,Garry's Mod,76561198065338485,True,2,5
